area_type,bath,balcony,price,availability_refined,availibility_due,size_bhk,scale,total_sqft_refined
Super built-up  Area,1,0,17.835,Under Construction,Jul,1,1,615
Super built-up  Area,3,2,100,Under Construction,Jun,3,1,1490
Super built-up  Area,3,2,72,Ready To Move,,3,1,1373
Super built-up  Area,2,1,41.39,Ready To Move,,2,1,1035
Plot  Area,4,0,210,Ready To Move,,4,1,3750
Super built-up  Area,2,1,40.39,Ready To Move,,2,1,1010
Built-up  Area,2,1,42,Ready To Move,,2,1,1195
Super built-up  Area,3,2,95,Ready To Move,,3,1,1750
Super built-up  Area,2,2,50,Ready To Move,,2,1,1052
Super built-up  Area,2,2,58,Ready To Move,,2,1,1180
Built-up  Area,4,2,440,Ready To Move,,5,1,3680
Built-up  Area,3,2,73,Ready To Move,,3,1,2100
Built-up  Area,4,1,140,Under Construction,Mar,4,1,2863
Super built-up  Area,2,2,38.24,Ready To Move,,2,1,1128
Built-up  Area,3,1,450,Ready To Move,,3,1,2700
Super built-up  Area,2,2,33.6,Under Construction,Jul,2,1,1120
Built-up  Area,3,2,90,Ready To Move,,3,1,2424
Built-up  Area,2,1,60,Ready To Move,,2,1,1300
Super built-up  Area,2,2,32.69,Ready To Move,,2,1,1090
Built-up  Area,3,1,251,Ready To Move,,3,1,2710
Plot  Area,1,1,180,Ready To Move,,2,1,3040
Super built-up  Area,2,2,46.55,Ready To Move,,3,1,1330
Super built-up  Area,2,1,80.63,Under Construction,Jul,3,1,1427
Super built-up  Area,2,2,48,Under Construction,Aug,3,1,1294
Built-up  Area,3,2,75,Ready To Move,,3,1,1580
Plot  Area,5,1,200,Ready To Move,,5,1,400
Plot  Area,4,2,80.27,Ready To Move,,3,1,1808
Super built-up  Area,4,3,540,Ready To Move,,4,1,3516
Super built-up  Area,2,2,47,Ready To Move,,2,1,1194
Super built-up  Area,2,1,46,Under Construction,Dec,2,1,900
Super built-up  Area,2,3,50,Ready To Move,,3,1,1310
Super built-up  Area,2,1,46,Under Construction,Oct,2,1,900
Built-up  Area,6,3,195,Ready To Move,,4,1,3850
Plot  Area,7,3,88,Ready To Move,,7,1,925
Super built-up  Area,1,1,150,Under Construction,Dec,2,1,2400
Super built-up  Area,2,3,100,Ready To Move,,2,1,1290
Built-up  Area,6,3,110,Ready To Move,,6,1,3770
Super built-up  Area,3,1,120,Ready To Move,,3,1,1390
Plot  Area,4,2,72,Ready To Move,,4,1,1200
Built-up  Area,2,1,33,Ready To Move,,2,1,845
Super built-up  Area,3,3,120,Ready To Move,,3,1,1537
Super built-up  Area,2,2,68,Ready To Move,,2,1,1135
Super built-up  Area,3,2,75.77,Under Construction,Dec,3,1,1512
Super built-up  Area,2,1,55,Ready To Move,,2,1,900
Super built-up  Area,3,3,54,Ready To Move,,3,1,1230
Super built-up  Area,2,3,42.33,Under Construction,Apr,3,1,1378
Super built-up  Area,2,1,61.3,Under Construction,Oct,2,1,1277
Super built-up  Area,4,2,189,Under Construction,Jun,3,1,1985
Plot  Area,5,,500,Ready To Move,,5,1,8000
Super built-up  Area,2,2,62,Ready To Move,,2,1,1210
Super built-up  Area,2,,40,Ready To Move,,2,1,890
Plot  Area,9,0,360,Ready To Move,,9,1,2550
Plot  Area,5,2,110,Ready To Move,,4,1,1200
Built-up  Area,4,3,200,Ready To Move,,4,1,3198
Super built-up  Area,3,2,56,Ready To Move,,3,1,1464
Super built-up  Area,5,2,215,Ready To Move,,4,1,2483
Plot  Area,4,2,130,Ready To Move,,4,1,1550
Super built-up  Area,4,1,310,Ready To Move,,4,1,4111
Super built-up  Area,2,2,37.5,Ready To Move,,2,1,975
Super built-up  Area,3,1,250,Ready To Move,,3,1,2500
Super built-up  Area,3,1,125,Ready To Move,,3,1,1690
Super built-up  Area,2,1,31.89,Under Construction,May,2,1,1063
Plot  Area,3,3,390,Ready To Move,,3,1,2572
Carpet  Area,4,,350,Ready To Move,,3,1,2200
Built-up  Area,3,0,80,Ready To Move,,3,1,1600
Super built-up  Area,3,1,39.5,Under Construction,May,3,1,1250
Super built-up  Area,1,0,19.5,Ready To Move,,1,1,520
Super built-up  Area,5,,212,Ready To Move,,4,1,4000
Built-up  Area,3,2,68,Ready To Move,,3,1,1390
Super built-up  Area,2,2,40,Under Construction,May,2,1,1185
Super built-up  Area,2,2,48,Ready To Move,,2,1,1219
Super built-up  Area,2,1,92,Under Construction,Dec,3,1,1564
Super built-up  Area,6,0,228.5,Ready To Move,,4,1,3430
Super built-up  Area,2,2,37.1,Ready To Move,,2,1,1100
Built-up  Area,2,0,60,Ready To Move,,3,1,1300
Plot  Area,2,0,80,Ready To Move,,3,1,1600
Built-up  Area,3,2,75,Ready To Move,,3,1,1600
Super built-up  Area,2,1,92,Under Construction,Mar,3,1,1482
Plot  Area,4,3,66,Under Construction,May,3,1,1000
Super built-up  Area,2,3,53,Ready To Move,,2,1,1200
Plot  Area,3,2,75,Ready To Move,,3,1,600
Super built-up  Area,2,0,58,Ready To Move,,2,1,1200
Plot  Area,4,0,60,Ready To Move,,6,1,600
Built-up  Area,3,0,160,Ready To Move,,3,1,2400
Super built-up  Area,3,1,89,Under Construction,Dec,3,1,1469
Super built-up  Area,1,1,30,Under Construction,Mar,1,1,551
Super built-up  Area,2,1,52,Under Construction,Dec,2,1,1160
Super built-up  Area,2,1,78.5,Ready To Move,,2,1,1205
Built-up  Area,2,3,52,Ready To Move,,3,1,1550
Super built-up  Area,3,2,125,Ready To Move,,3,1,1745
Super built-up  Area,2,1,42,Ready To Move,,2,1,1028
Super built-up  Area,3,1,180,Ready To Move,,3,1,1700
Super built-up  Area,2,1,34,Ready To Move,,3,1,1200
Super built-up  Area,4,1,270,Ready To Move,,3,1,2700
Built-up  Area,2,2,50,Ready To Move,,2,1,1100
Plot  Area,3,1,72,Ready To Move,,2,1,1200
Super built-up  Area,2,2,68,Ready To Move,,2,1,1269
Super built-up  Area,2,2,59,Ready To Move,,2,1,1266
Super built-up  Area,2,1,62,Ready To Move,,2,1,1060
Plot  Area,3,0,70,Ready To Move,,3,1,1168
Super built-up  Area,2,1,51,Ready To Move,,2,1,1552
Super built-up  Area,3,0,120,Under Construction,May,3,1,2038.5
Super built-up  Area,1,1,17,Ready To Move,,1,1,500
Super built-up  Area,2,2,43.2,Ready To Move,,2,1,1080
Plot  Area,4,,155,Ready To Move,,4,1,2100
Super built-up  Area,2,2,65,Ready To Move,,2,1,1300
Built-up  Area,2,2,33,Ready To Move,,2,1,920
Plot  Area,2,1,120,Ready To Move,,4,1,817
Built-up  Area,2,1,50,Ready To Move,,2,1,1310
Super built-up  Area,2,1,75,Ready To Move,,3,1,1650
Super built-up  Area,3,3,93.93,Ready To Move,,3,1,1515
Super built-up  Area,2,1,53.8,Under Construction,Dec,2,1,1157
Super built-up  Area,5,1,85,Ready To Move,,4,1,2400
Super built-up  Area,4,3,160,Ready To Move,,4,1,3000
Super built-up  Area,2,1,162,Ready To Move,,3,1,2200
Built-up  Area,2,1,58,Under Construction,Dec,2,1,1243
Super built-up  Area,2,2,74.39,Ready To Move,,3,1,1530
Super built-up  Area,3,3,162,Ready To Move,,3,1,2070
Built-up  Area,3,2,82,Ready To Move,,3,1,1815
Super built-up  Area,4,3,300,Ready To Move,,4,1,3900
Super built-up  Area,2,1,28.88,Under Construction,Aug,2,1,1000
Super built-up  Area,2,2,24.55,Under Construction,May,2,1,982
Super built-up  Area,2,2,89,Ready To Move,,2,1,1232
Super built-up  Area,3,2,178,Under Construction,Dec,3,1,1282
Super built-up  Area,1,1,38.4,Ready To Move,,1,1,654
Built-up  Area,2,0,55,Ready To Move,,2,1,1181
Super built-up  Area,2,1,45,Ready To Move,,3,1,1075
Plot  Area,4,2,245,Ready To Move,,4,1,1200
Super built-up  Area,3,1,75,Ready To Move,,3,1,1616
Built-up  Area,6,0,44.5,Ready To Move,,5,1,1800
Plot  Area,4,1,135,Ready To Move,,6,1,1200
Super built-up  Area,3,2,54.65,Under Construction,Dec,3,1,1306
Super built-up  Area,3,3,89,Ready To Move,,3,1,1626
Built-up  Area,4,2,214,Ready To Move,,6,1,2700
Super built-up  Area,3,2,88,Ready To Move,,3,1,1585
Super built-up  Area,2,1,56.17,Ready To Move,,2,1,1370
Plot  Area,5,3,900,Ready To Move,,5,1,3250
Super built-up  Area,2,2,90,Ready To Move,,2,1,1495
Super built-up  Area,3,2,210,Ready To Move,,3,1,2000
Plot  Area,4,1,300,Ready To Move,,5,1,2400
Plot  Area,3,0,57,Ready To Move,,3,1,1375
Super built-up  Area,6,0,224.5,Ready To Move,,4,1,3715
Built-up  Area,2,2,48,Ready To Move,,3,1,1400
Super built-up  Area,5,0,135,Ready To Move,,5,1,1100
Super built-up  Area,,,28.585,Under Construction,Dec,1,1,665
Plot  Area,4,2,215,Ready To Move,,4,1,1200
Super built-up  Area,2,2,46,Ready To Move,,2,1,1150
Super built-up  Area,2,1,54,Ready To Move,,2,1,1080
Super built-up  Area,3,2,100,Ready To Move,,3,1,1645
Super built-up  Area,3,3,176,Ready To Move,,3,1,1760
Built-up  Area,1,1,42,Ready To Move,,1,1,595
Plot  Area,3,1,125,Ready To Move,,3,1,1200
Super built-up  Area,4,0,314.5,Under Construction,Dec,4,1,4624.5
Built-up  Area,2,3,67,Ready To Move,,2,1,1410
Built-up  Area,2,1,31.48,Under Construction,Dec,2,1,1090
Plot  Area,1,0,30,Ready To Move,,1,1,540
Super built-up  Area,2,2,60,Ready To Move,,2,1,1300
Built-up  Area,2,2,85,Ready To Move,,3,1,1890
Super built-up  Area,2,1,53,Ready To Move,,2,1,1254
Built-up  Area,7,2,125,Ready To Move,,7,1,2800
Built-up  Area,2,,120,Ready To Move,,2,1,1275
Super built-up  Area,2,2,68.48,Ready To Move,,3,1,1245
Built-up  Area,2,2,86,Ready To Move,,2,1,1170
Super built-up  Area,2,1,86,Under Construction,Apr,2,1,1193
Super built-up  Area,2,1,25.4,Under Construction,Dec,2,1,850
Super built-up  Area,3,3,70,Ready To Move,,3,1,1678
Built-up  Area,3,3,75,Ready To Move,,3,1,1600
Super built-up  Area,3,2,84,Ready To Move,,3,1,1750
Super built-up  Area,2,2,62,Under Construction,Nov,2,1,1125
Plot  Area,4,3,235,Ready To Move,,4,1,2200
Plot  Area,3,1,95,Ready To Move,,3,10.8,16200
Built-up  Area,2,0,200,Ready To Move,,3,1,2800
Plot  Area,2,1,120,Ready To Move,,2,1,1200
Built-up  Area,2,1,50,Ready To Move,,2,1,1000
Built-up  Area,5,2,480,Ready To Move,,4,1,2780
Built-up  Area,2,1,38.13,Under Construction,Dec,3,1,1320
Super built-up  Area,27,0,230,Ready To Move,,27,1,8000
Super built-up  Area,4,2,160,Ready To Move,,4,1,2422
Built-up  Area,2,1,50,Ready To Move,,2,1,1100
Built-up  Area,2,1,30,Ready To Move,,2,1,882
Super built-up  Area,2,1,37,Ready To Move,,2,1,845
Super built-up  Area,2,1,39,Ready To Move,,2,1,883
Super built-up  Area,,,48.145,Ready To Move,,1,1,776.5
Super built-up  Area,3,3,88,Ready To Move,,3,1,1595
Built-up  Area,2,0,85,Ready To Move,,2,1,1280
Built-up  Area,2,1,550,Ready To Move,,4,1,1700
Super built-up  Area,2,0,35,Ready To Move,,2,1,920
Super built-up  Area,2,3,57,Ready To Move,,2,1,1300
Super built-up  Area,1,0,230,Ready To Move,,2,1,1450
Super built-up  Area,3,2,132,Ready To Move,,3,1,1757
Super built-up  Area,1,1,16.5,Ready To Move,,1,1,600
Built-up  Area,3,2,142,Ready To Move,,4,1,2400
Super built-up  Area,2,1,44,Ready To Move,,2,1,1240
Plot  Area,10,,90,Ready To Move,,10,1,750
Super built-up  Area,2,1,93.36,Under Construction,Feb,2,1,1330
Super built-up  Area,2,1,42.47,Ready To Move,,2,1,1062
Built-up  Area,2,2,45,Ready To Move,,2,1,1078
Super built-up  Area,2,2,72,Ready To Move,,3,1,1460
Plot  Area,3,2,68.5,Under Construction,Dec,3,1,1200
Super built-up  Area,1,1,48,Ready To Move,,1,1,1200
Super built-up  Area,2,1,39,Ready To Move,,3,1,912
Super built-up  Area,3,1,115,Under Construction,Mar,3,10.8,1533.6
Plot  Area,5,1,625,Ready To Move,,5,1,2400
Plot  Area,4,3,162,Ready To Move,,4,1,2028
Super built-up  Area,2,1,45.47,Under Construction,Apr,2,1,980
Built-up  Area,2,2,40,Ready To Move,,2,1,1000
Super built-up  Area,2,1,62,Ready To Move,,2,1,1050
Built-up  Area,3,1,239,Under Construction,Dec,3,1,2611
Super built-up  Area,2,2,150,Ready To Move,,3,1,1875
Super built-up  Area,2,1,42.6,Ready To Move,,2,1,1065
Built-up  Area,3,2,180,Ready To Move,,3,1,1800
Super built-up  Area,2,2,98.86,Ready To Move,,2,1,1163
Super built-up  Area,2,1,72,Ready To Move,,2,1,1098
Built-up  Area,2,2,100,Ready To Move,,3,1,1725
Plot  Area,4,2,330,Ready To Move,,4,1,4000
Super built-up  Area,2,2,75,Ready To Move,,2,1,1128
Plot  Area,6,2,200,Ready To Move,,8,1,1320
Super built-up  Area,3,1,74.16,Ready To Move,,3,1,1705
Super built-up  Area,2,2,95,Ready To Move,,2,1,1418
Built-up  Area,3,1,160,Ready To Move,,3,1,1500
Built-up  Area,2,2,50,Ready To Move,,2,1,1100
Super built-up  Area,3,2,56,Ready To Move,,3,1,1464
Super built-up  Area,2,2,55,Under Construction,May,2,1,812
Super built-up  Area,,,204,Under Construction,Dec,4,1,2817.5
Super built-up  Area,2,2,40,Ready To Move,,2,1,1280
Super built-up  Area,2,2,136,Ready To Move,,2,1,1420
Plot  Area,11,0,170,Ready To Move,,11,1,1200
Plot  Area,6,2,66,Ready To Move,,6,1,727
Plot  Area,2,1,150,Ready To Move,,4,1,1200
Super built-up  Area,4,,207,Under Construction,May,4,1,2774
Super built-up  Area,3,2,85,Ready To Move,,3,1,2000
Super built-up  Area,3,,95,Ready To Move,,3,1,1722
Super built-up  Area,3,1,330,Ready To Move,,3,1,2800
Carpet  Area,3,3,175,Ready To Move,,3,1,1650
Built-up  Area,2,2,27,Ready To Move,,2,1,840
Built-up  Area,2,2,47,Ready To Move,,2,1,914
Super built-up  Area,2,2,83.73,Under Construction,Mar,3,1,1482
Super built-up  Area,3,2,127,Under Construction,Dec,3,1,1724
Super built-up  Area,3,3,91.86,Ready To Move,,3,1,1670
Super built-up  Area,2,3,53,Ready To Move,,2,1,1184
Super built-up  Area,2,1,55,Ready To Move,,2,1,1200
Plot  Area,2,0,65,Ready To Move,,2,1,1200
Super built-up  Area,2,2,55,Ready To Move,,2,1,927
Super built-up  Area,2,3,39.7,Ready To Move,,2,1,1242
Built-up  Area,3,1,35.23,Under Construction,Aug,3,1,1220
Built-up  Area,2,1,75,Ready To Move,,3,1,1360
Plot  Area,4,2,240,Ready To Move,,4,1,2800
Super built-up  Area,2,2,72,Ready To Move,,2,1,1180
Super built-up  Area,3,2,108,Ready To Move,,3,1,1697
Super built-up  Area,2,1,26,Ready To Move,,2,1,550
Super built-up  Area,2,1,57,Ready To Move,,2,1,1225
Super built-up  Area,2,2,55,Ready To Move,,3,1,1690
Plot  Area,10,,475,Under Construction,Apr,10,1,1660
Super built-up  Area,3,,57,Ready To Move,,3,1,1488
Built-up  Area,2,1,80,Ready To Move,,3,1,1250
Super built-up  Area,1,1,44,Ready To Move,,1,1,1050
Super built-up  Area,2,2,44,Ready To Move,,2,1,1027
Super built-up  Area,3,3,81.94,Under Construction,May,3,1,1699
Built-up  Area,2,2,58,Ready To Move,,2,1,1205
Plot  Area,2,1,67.5,Ready To Move,,4,1,712
Super built-up  Area,2,3,39,Under Construction,Feb,2,1,950
Plot  Area,2,0,70,Ready To Move,,2,1,1200
Super built-up  Area,3,1,120,Ready To Move,,3,1,1476
Built-up  Area,2,1,55,Ready To Move,,2,1,1070
Super built-up  Area,4,2,172,Ready To Move,,3,1,2160
Super built-up  Area,2,1,75,Ready To Move,,2,1,1296
Built-up  Area,1,1,128,Ready To Move,,2,1,1800
Super built-up  Area,3,3,64.5,Ready To Move,,3,1,1570
Super built-up  Area,2,3,110,Ready To Move,,2,1,1300
Built-up  Area,2,2,65,Ready To Move,,4,1,1550
Super built-up  Area,1,1,40,Ready To Move,,2,1,770
Built-up  Area,3,,110,Ready To Move,,3,1,1870
Plot  Area,4,,160,Ready To Move,,3,1,1650
Super built-up  Area,3,3,86,Ready To Move,,3,1,1429
Super built-up  Area,2,2,39.98,Under Construction,Nov,3,1,1167
Super built-up  Area,2,1,41.73,Under Construction,May,2,1,1035
Super built-up  Area,2,2,38,Ready To Move,,3,1,1188
Plot  Area,4,2,285,Ready To Move,,5,1,1200
Plot  Area,3,1,76,Ready To Move,,3,9,14166
Super built-up  Area,2,2,36,Ready To Move,,1,1,884
Super built-up  Area,2,2,46,Ready To Move,,2,1,1194
Super built-up  Area,2,1,60.87,Under Construction,Dec,2,1,1026
Plot  Area,6,3,200,Ready To Move,,7,1,1400
Super built-up  Area,2,2,50,Ready To Move,,2,1,1115
Plot  Area,2,1,125,Ready To Move,,2,1,1200
Super built-up  Area,4,3,191,Under Construction,Dec,4,1,2690
Super built-up  Area,2,1,58,Ready To Move,,2,1,975
Plot  Area,3,2,72.5,Ready To Move,,3,1,675
Super built-up  Area,2,1,170,Ready To Move,,4,1,1900
Plot  Area,3,1,100,Under Construction,Dec,3,1,600
Super built-up  Area,2,2,65.5,Ready To Move,,2,1,1101
Super built-up  Area,3,3,135,Ready To Move,,3,1,1700
Super built-up  Area,4,2,312,Ready To Move,,4,1,3606
Super built-up  Area,2,2,115,Ready To Move,,2,1,1258
Carpet  Area,3,,92,Ready To Move,,3,1,1560
Super built-up  Area,6,1,195,Ready To Move,,4,1,3630
Built-up  Area,3,2,250,Ready To Move,,3,1,2000
Super built-up  Area,4,3,198,Under Construction,Jun,4,1,2790
Super built-up  Area,2,2,94.55,Under Construction,Jan,3,1,1494
Super built-up  Area,2,1,87,Under Construction,Oct,3,1,1482
Super built-up  Area,2,3,50,Ready To Move,,2,1,800
Super built-up  Area,2,2,47.39,Ready To Move,,2,1,1185
Super built-up  Area,2,2,71.5,Ready To Move,,2,1,1100
Built-up  Area,2,0,120,Ready To Move,,2,1,1300
Super built-up  Area,2,2,150,Ready To Move,,2,1,1225
Super built-up  Area,3,2,65,Ready To Move,,3,1,1758
Super built-up  Area,2,2,55,Ready To Move,,2,1,1145
Built-up  Area,2,2,50,Ready To Move,,2,1,1180
Super built-up  Area,2,2,58,Ready To Move,,2,1,1260
Super built-up  Area,,,173,Under Construction,Jun,4,1,3461
Built-up  Area,2,2,55,Ready To Move,,2,1,1190
Super built-up  Area,3,2,119,Ready To Move,,3,1,1691
Super built-up  Area,4,3,367,Under Construction,Dec,4,1,3675
Built-up  Area,3,,95.45,Ready To Move,,3,1,1305
Super built-up  Area,4,3,292,Under Construction,Apr,3,1,2337
Plot  Area,2,2,150,Ready To Move,,2,1,1200
Super built-up  Area,2,1,217,Under Construction,Dec,2,1,1206
Plot  Area,4,1,130,Ready To Move,,5,1,1350
Super built-up  Area,2,1,50.66,Ready To Move,,2,1,1140
Super built-up  Area,2,2,65,Ready To Move,,2,1,1250
Plot  Area,2,1,60,Ready To Move,,3,1,600
Super built-up  Area,2,2,48,Under Construction,Aug,2,1,1225
Built-up  Area,2,2,28,Ready To Move,,2,1,800
Super built-up  Area,2,1,58,Ready To Move,,2,1,1020
Built-up  Area,2,1,50,Ready To Move,,4,1,2100
Plot  Area,2,1,80,Ready To Move,,2,1,1350
Super built-up  Area,2,1,40,Ready To Move,,2,1,925
Built-up  Area,3,1,220,Ready To Move,,4,1,1800
Built-up  Area,3,1,100,Ready To Move,,3,1,2000
Built-up  Area,2,1,75,Ready To Move,,3,1,1510
Plot  Area,7,,1200,Ready To Move,,5,1,5800
Super built-up  Area,3,1,110,Ready To Move,,3,1,1614
Plot  Area,2,1,130,Ready To Move,,3,1,682
Plot  Area,2,0,95,Ready To Move,,2,1,1200
Plot  Area,2,0,55,Ready To Move,,2,1,900
Built-up  Area,3,0,145,Ready To Move,,4,1,1632
Super built-up  Area,2,2,65.5,Ready To Move,,2,1,1041
Built-up  Area,7,,450,Ready To Move,,6,1,5080
Super built-up  Area,6,2,250,Under Construction,Jul,4,1,3012
Super built-up  Area,3,2,74.5,Ready To Move,,3,1,1530
Super built-up  Area,2,2,135,Ready To Move,,3,1,1450
Super built-up  Area,2,2,75,Ready To Move,,2,1,1200
Plot  Area,4,,130,Ready To Move,,4,1,1200
Super built-up  Area,2,1,110,Ready To Move,,3,1,1508
Built-up  Area,7,3,106,Ready To Move,,7,1,600
Super built-up  Area,2,3,73,Ready To Move,,2,1,1188
Super built-up  Area,4,3,199,Under Construction,May,4,1,2690
Super built-up  Area,2,1,76,Ready To Move,,2,1,1174
Super built-up  Area,3,1,58.99,Under Construction,Dec,3,1,1350
Super built-up  Area,3,3,185,Ready To Move,,3,1,1870
Super built-up  Area,2,1,25,Under Construction,Jun,2,1,1072
Plot  Area,2,1,140,Ready To Move,,3,1,52272
Super built-up  Area,2,1,31,Under Construction,Nov,2,1,726
Super built-up  Area,2,2,106,Ready To Move,,2,1,1345
Super built-up  Area,2,2,45,Ready To Move,,2,1,1200
Built-up  Area,2,0,37,Ready To Move,,2,1,980
Super built-up  Area,2,1,77,Ready To Move,,2,1,1050
Super built-up  Area,2,1,39.71,Ready To Move,,2,1,993
Super built-up  Area,2,2,52,Ready To Move,,3,1,1300
Super built-up  Area,3,2,85,Ready To Move,,3,1,1743
Plot  Area,4,1,125,Ready To Move,,4,1,1204
Plot  Area,2,0,67,Ready To Move,,2,1,1200
Super built-up  Area,3,2,90,Ready To Move,,3,1,1480
Super built-up  Area,2,2,32.5,Ready To Move,,2,1,950
Built-up  Area,1,0,55,Ready To Move,,1,1,640
Super built-up  Area,2,1,44,Under Construction,Jul,2,1,972
Super built-up  Area,3,3,98,Ready To Move,,3,1,1840
Super built-up  Area,2,1,64,Ready To Move,,2,1,1128
Plot  Area,2,0,42,Ready To Move,,2,1,680
Plot  Area,2,1,95,Ready To Move,,2,1,2400
Built-up  Area,2,2,42,Ready To Move,,2,1,1045
Built-up  Area,2,3,53.55,Ready To Move,,2,1,955
Super built-up  Area,2,2,54.39,Ready To Move,,3,1,1360
Super built-up  Area,2,2,63,Ready To Move,,2,1,1150
Built-up  Area,4,3,294,Under Construction,Mar,4,1,3450
Super built-up  Area,2,2,56.87,Under Construction,Oct,2,1,1115
Super built-up  Area,2,2,46,Ready To Move,,2,1,920
Super built-up  Area,2,1,41,Under Construction,Jun,2,1,1030
Super built-up  Area,3,1,101,Ready To Move,,3,1,1564
Super built-up  Area,2,1,45,Ready To Move,,2,1,1045
Plot  Area,4,1,83,Ready To Move,,4,1,1200
Built-up  Area,2,2,55,Ready To Move,,2,1,1277
Super built-up  Area,3,1,215,Ready To Move,,3,1,2479
Super built-up  Area,3,2,140,Ready To Move,,3,1,1846
Built-up  Area,2,0,106,Ready To Move,,2,1,1100
Super built-up  Area,3,,75,Ready To Move,,3,1,1690
Plot  Area,3,0,70,Under Construction,Jul,2,1,1200
Built-up  Area,4,0,131,Ready To Move,,4,1,3042
Super built-up  Area,3,3,223,Ready To Move,,3,1,1640
Built-up  Area,2,1,40.05,Under Construction,Mar,2,1,1068
Super built-up  Area,2,2,58,Ready To Move,,2,1,1135
Super built-up  Area,3,2,120,Ready To Move,,3,1,1925
Super built-up  Area,3,2,60,Ready To Move,,3,1,1615
Super built-up  Area,1,1,26,Ready To Move,,1,1,650
Plot  Area,9,3,120,Ready To Move,,9,1,1200
Super built-up  Area,2,3,42,Ready To Move,,2,1,1150
Plot  Area,6,1,135,Ready To Move,,6,1,930
Super built-up  Area,2,2,45.12,Under Construction,Mar,3,1,1410
Built-up  Area,2,0,100,Ready To Move,,3,1,600
Super built-up  Area,3,3,207,Under Construction,Apr,3,1,2000
Super built-up  Area,3,1,90,Ready To Move,,3,1,1354
Plot  Area,2,0,110,Ready To Move,,2,1,1050
Built-up  Area,1,1,28,Ready To Move,,1,1,600
Plot  Area,2,1,110,Ready To Move,,4,1,1320
Super built-up  Area,3,2,88,Under Construction,May,3,1,1600
Built-up  Area,6,2,225,Ready To Move,,4,1,3500
Super built-up  Area,2,1,36,Ready To Move,,2,1,1000
Super built-up  Area,3,1,38,Ready To Move,,3,1,1130
Super built-up  Area,2,1,67,Ready To Move,,2,1,1238
Super built-up  Area,2,3,305,Ready To Move,,3,1,2204
Plot  Area,12,,110,Ready To Move,,8,1,1200
Super built-up  Area,2,3,46.38,Under Construction,Apr,3,1,1364
